Table Migration report: 16 Oct 2025,,,,,,,,,,,,,,,,,,,,,
================================,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,Notes,NVARCHAR(536870910),No,No,--/--,Notes,NVARCHAR(536870910),No,No,No,n/a,Copy,Notes,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,ItemGroupTbl,ItemGroupsTbl,Rename,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,ItemGroupID,INT,No,No,--/--,ItemGroupID,INT,PK,Yes,No,n/a,Copy,ItemGroupID,,,,,,,,
,GroupItemTypeID,INT,No,No,--/--,GroupReferenceItemID,INT,FK (ItemsTbl),No,No,n/a,Rename,GroupItemTypeID,,,,,,,,
,ItemTypeID,INT,No,No,--/--,ItemID,INT,FK (ItemsTbl),No,No,n/a,Rename,ItemTypeID,,,,,,,,
,ItemTypeSortPos,INT,No,No,--/--,ItemSortPos,INT,No,No,No,n/a,Copy,ItemTypeSortPos,,,,,,,,
,Enabled,BIT,No,No,--/--,Enabled,BIT,No,No,No,n/a,Copy,Enabled,,,,,,,,
,Notes,NVARCHAR(536870910),No,No,--/--,Notes,NVARCHAR(536870910),No,No,No,n/a,Copy,Notes,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,ItemTypeTbl,ItemsTbl,Rename,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,ItemTypeID,INT,No,No,--/--,ItemID,INT,PK,Yes,No,n/a,Rename,ItemTypeID,,,,,,,,
,SKU,NVARCHAR(20),No,No,--/--,SKU,NVARCHAR(20),No,No,No,n/a,Copy,SKU,,,,,,,,
,ItemDesc,NVARCHAR(50),No,No,--/--,ItemDesc,NVARCHAR(50),No,No,No,n/a,Copy,ItemDesc,,,,,,,,
,ItemEnabled,BIT,No,No,--/--,ItemEnabled,BIT,No,No,No,n/a,Copy,ItemEnabled,,,,,,,,
,ItemsCharacteritics,NVARCHAR(50),No,No,--/--,ItemsCharacteritics,NVARCHAR(50),No,No,No,n/a,Copy,ItemsCharacteritics,,,,,,,,
,ItemDetail,NVARCHAR(536870910),No,No,--/--,ItemDetail,NVARCHAR(536870910),No,No,No,n/a,Copy,ItemDetail,,,,,,,,
,ServiceTypeId,INT,No,No,--/--,ItemServiceTypeID,INT,FK (ItemServiceTypesTbl),No,No,n/a,Rename,ServiceTypeId,,,,,,,,
,ReplacementID,INT,No,No,--/--,ReplacementItemID,INT,FK (ItemsTbl),No,No,n/a,Rename,ReplacementID,,,,,,,,
,ItemShortName,NVARCHAR(10),No,No,--/--,ItemShortName,NVARCHAR(10),No,No,No,n/a,Copy,ItemShortName,,,,,,,,
,SortOrder,INT,No,No,--/--,SortOrder,INT,No,No,No,n/a,Copy,SortOrder,,,,,,,,
,UnitsPerQty,REAL,No,No,--/--,UnitsPerQty,REAL,No,No,No,n/a,Copy,UnitsPerQty,,,,,,,,
,ItemUnitID,INT,No,No,--/--,ItemUnitID,INT,FK (ItemUnitsTbl),No,No,n/a,Copy,ItemUnitID,,,,,,,,
,BasePrice,REAL,No,No,--/--,BasePrice,REAL,No,No,No,n/a,Copy,BasePrice,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,ItemUnitsTbl,ItemUnitsTbl,Copy,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,ItemUnitID,INT,No,No,--/--,ItemUnitID,INT,PK,Yes,No,n/a,Copy,ItemUnitID,,,,,,,,
,UnitOfMeasure,NVARCHAR(5),No,No,--/--,UnitOfMeasure,NVARCHAR(5),No,No,No,n/a,Copy,UnitOfMeasure,,,,,,,,
,UnitDescription,NVARCHAR(50),No,No,--/--,UnitDescription,NVARCHAR(50),No,No,No,n/a,Copy,UnitDescription,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,ItemUsageTbl,ContactItemUsageTbl,Rename,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,ClientUsageLineNo,INT,No,No,--/--,ContactUsageLineNo,INT,PK,Yes,No,n/a,Rename,ClientUsageLineNo,,,,,,,,
,CustomerID,INT,No,No,--/--,ContactID,INT,FK (ContactsTbl),No,No,n/a,Rename,CustomerID,,,,,,,,
,Date,DATETIME,No,No,--/--,DeliveryDate,DATETIME,No,No,No,n/a,Rename,Date,,,,,,,,
,ItemProvided,INT,No,No,--/--,ItemProvidedID,INT,FK (ItemsTbl),No,No,n/a,Rename,ItemProvided,,,,,,,,
,AmountProvided,REAL,No,No,--/--,QtyProvided,REAL,No,No,No,n/a,Rename,AmountProvided,,,,,,,,
,PrepTypeID,INT,No,No,--/--,ItemPrepTypeID,INT,FK (ItemPrepTypesTbl),No,No,n/a,Rename,PrepTypeID,,,,,,,,
,PackagingID,INT,No,No,--/--,ItemPackagingID,INT,FK (ItemPackagingTbl),No,No,n/a,Rename,PackagingID,,,,,,,,
,Notes,NVARCHAR(150),No,No,--/--,Notes,NVARCHAR(150),No,No,No,n/a,Copy,Notes,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,MachineConditionsTbl,EquipConditionsTbl,Copy,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,MachineConditionID,INT,No,No,--/--,EquipConditionID,INT,PK,Yes,No,n/a,Rename,MachineConditionID,,,,,,,,
,ConditionDesc,NVARCHAR(50),No,No,--/--,ConditionDesc,NVARCHAR(50),No,No,No,n/a,Copy,ConditionDesc,,,,,,,,
,SortOrder,INT,No,No,--/--,SortOrder,INT,No,No,No,n/a,Copy,SortOrder,,,,,,,,
,Notes,NVARCHAR(536870910),No,No,--/--,Notes,NVARCHAR(536870910),No,No,No,n/a,Copy,Notes,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,NextRoastDateByCityTbl,NextPrepDateByAreaTbl,Rename,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,NextRoastDayID,INT,No,No,--/--,NextPrepDayID,INT,PK,Yes,No,n/a,Rename,NextRoastDayID,,,,,,,,
,CityID,INT,No,No,--/--,AreaID,INT,FK (AreasTbl),No,No,n/a,Rename,CityID,,,,,,,,
,PreperationDate,DATETIME,No,No,--/--,PreperationDate,DATETIME,No,No,No,n/a,Copy,PreperationDate,,,,,,,,
,DeliveryDate,DATETIME,No,No,--/--,DeliveryDate,DATETIME,No,No,No,n/a,Copy,DeliveryDate,,,,,,,,
,DeliveryOrder,SMALLINT,No,No,--/--,DeliveryOrder,SMALLINT,No,No,No,n/a,Copy,DeliveryOrder,,,,,,,,
,NextPreperationDate,DATETIME,No,No,--/--,NextPrepDate,DATETIME,No,No,No,n/a,Rename,NextPreperationDate,,,,,,,,
,NextDeliveryDate,DATETIME,No,No,--/--,NextDeliveryDate,DATETIME,No,No,No,n/a,Copy,NextDeliveryDate,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,PackagingTbl,ItemPackagingTbl,Rename,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,PackagingID,INT,No,No,--/--,ItemPackagingID,INT,PK,Yes,No,n/a,Rename,PackagingID,,,,,,,,
,Description,NVARCHAR(50),No,No,--/--,ItemPrepDescription,NVARCHAR(50),No,No,No,n/a,Rename,Description,,,,,,,,
,AdditionalNotes,NVARCHAR(255),No,No,--/--,AdditionalNotes,NVARCHAR(255),No,No,No,n/a,Copy,AdditionalNotes,,,,,,,,
,Symbol,NVARCHAR(255),No,No,--/--,Symbol,NVARCHAR(255),No,No,No,n/a,Copy,Symbol,,,,,,,,
,Colour,INT,No,No,--/--,Colour,INT,No,No,No,n/a,Copy,Colour,,,,,,,,
,BGColour,NVARCHAR(9),No,No,--/--,BGColour,NVARCHAR(9),No,No,No,n/a,Copy,BGColour,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,PaymentTermsTbl,PaymentTermsTbl,Copy,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,PaymentTermID,INT,No,No,--/--,PaymentTermID,INT,PK,Yes,No,n/a,Copy,PaymentTermID,,,,,,,,
,PaymentTermDesc,NVARCHAR(20),No,No,--/--,PaymentTermDesc,NVARCHAR(20),No,No,No,n/a,Copy,PaymentTermDesc,,,,,,,,
,PaymentDays,INT,No,No,--/--,PaymentDays,INT,No,No,No,n/a,Copy,PaymentDays,,,,,,,,
,DayOfMonth,INT,No,No,--/--,DayOfMonth,INT,No,No,No,n/a,Copy,DayOfMonth,,,,,,,,
,UseDays,BIT,No,No,--/--,UseDays,BIT,No,No,No,n/a,Copy,UseDays,,,,,,,,
,Enabled,BIT,No,No,--/--,Enabled,BIT,No,No,No,n/a,Copy,Enabled,,,,,,,,
,Notes,NVARCHAR(536870910),No,No,--/--,Notes,NVARCHAR(536870910),No,No,No,n/a,Copy,Notes,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,PersonsTbl,PeopleTbl,Rename,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,PersonID,INT,No,No,--/--,PersonID,INT,PK,Yes,No,n/a,Copy,PersonID,,,,,,,,
,Person,NVARCHAR(50),No,No,--/--,Person,NVARCHAR(50),No,No,No,n/a,Copy,Person,,,,,,,,
,Abreviation,NVARCHAR(5),No,No,--/--,Abbreviation,NVARCHAR(5),No,No,No,n/a,Rename,Abreviation,,,,,,,,
,Enabled,BIT,No,No,--/--,Enabled,BIT,No,No,No,n/a,Copy,Enabled,,,,,,,,
,NormalDeliveryDoW,INT,No,No,--/--,NormalDeliveryDoW,INT,No,No,No,n/a,Copy,NormalDeliveryDoW,,,,,,,,
,SecurityUsername,NVARCHAR(255),No,No,--/--,SecurityUsername,NVARCHAR(255),No,No,No,n/a,Copy,SecurityUsername,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,PrepTypesTbl,ItemPrepTypesTbl,Rename,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,PrepID,INT,No,No,--/--,ItemPrepID,INT,PK,Yes,No,n/a,Rename,PrepID,,,,,,,,
,PrepType,NVARCHAR(50),No,No,--/--,ItemPrepType,NVARCHAR(50),No,No,No,n/a,Rename,PrepType,,,,,,,,
,IdentifyingChar,NVARCHAR(1),No,No,--/--,IdentifyingChar,NVARCHAR(1),No,No,No,n/a,Copy,IdentifyingChar,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,PriceLevelsTbl,PriceLevelsTbl,Copy,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,PriceLevelID,INT,No,No,--/--,PriceLevelID,INT,PK,Yes,No,n/a,Copy,PriceLevelID,,,,,,,,
,PriceLevelDesc,NVARCHAR(20),No,No,--/--,PriceLevelDesc,NVARCHAR(20),No,No,No,n/a,Copy,PriceLevelDesc,,,,,,,,
,PricingFactor,REAL,No,No,--/--,PricingFactor,REAL,No,No,No,n/a,Copy,PricingFactor,,,,,,,,
,Enabled,BIT,No,No,--/--,Enabled,BIT,No,No,No,n/a,Copy,Enabled,,,,,,,,
,Notes,NVARCHAR(536870910),No,No,--/--,Notes,NVARCHAR(536870910),No,No,No,n/a,Copy,Notes,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,ReoccuranceTypeTbl,RecurranceTypesTbl,Rename,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,ID,INT,No,No,--/--,RecurringTypeID,INT,PK,Yes,No,n/a,Rename,ID,,,,,,,,
,Type,NVARCHAR(255),No,No,--/--,RecurringTypeDesc,NVARCHAR(255),No,No,No,n/a,Rename,Type,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,RepairFaultsTbl,RepairFaultsTbl,Copy,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,RepairFaultID,INT,No,No,--/--,RepairFaultID,INT,PK,Yes,No,n/a,Copy,RepairFaultID,,,,,,,,
,RepairFaultDesc,NVARCHAR(50),No,No,--/--,RepairFaultDesc,NVARCHAR(50),No,No,No,n/a,Copy,RepairFaultDesc,,,,,,,,
,SortOrder,INT,No,No,--/--,SortOrder,INT,No,No,No,n/a,Copy,SortOrder,,,,,,,,
,Notes,NVARCHAR(536870910),No,No,--/--,Notes,NVARCHAR(536870910),No,No,No,n/a,Copy,Notes,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,RepairStatusesTbl,RepairStatusesTbl,Copy,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,RepairStatusID,INT,No,No,--/--,RepairStatusID,INT,PK,Yes,No,n/a,Copy,RepairStatusID,,,,,,,,
,RepairStatusDesc,NVARCHAR(50),No,No,--/--,RepairStatusDesc,NVARCHAR(50),No,No,No,n/a,Copy,RepairStatusDesc,,,,,,,,
,EmailClient,BIT,No,No,--/--,EmailContact,BIT,No,No,No,n/a,Rename,EmailClient,,,,,,,,
,SortOrder,INT,No,No,--/--,SortOrder,INT,No,No,No,n/a,Copy,SortOrder,,,,,,,,
,Notes,NVARCHAR(536870910),No,No,--/--,Notes,NVARCHAR(536870910),No,No,No,n/a,Copy,Notes,,,,,,,,
,StatusNote,NVARCHAR(255),No,No,--/--,StatusNote,NVARCHAR(255),No,No,No,n/a,Copy,StatusNote,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,RepairsTbl,RepairsTbl,Copy,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,RepairID,INT,No,No,--/--,RepairID,INT,PK,Yes,No,n/a,Copy,RepairID,,,,,,,,
,CustomerID,INT,No,No,--/--,ContactID,INT,FK (ContactsTbl),No,No,n/a,Rename,CustomerID,,,,,,,,
,ContactName,NVARCHAR(50),No,No,--/--,ContactName,NVARCHAR(50),No,No,No,n/a,Copy,ContactName,,,,,,,,
,ContactEmail,NVARCHAR(50),No,No,--/--,ContactEmail,NVARCHAR(50),No,No,No,n/a,Copy,ContactEmail,,,,,,,,
,JobCardNumber,NVARCHAR(20),No,No,--/--,JobCardNumber,NVARCHAR(20),No,No,No,n/a,Copy,JobCardNumber,,,,,,,,
,DateLogged,DATETIME,No,No,--/--,DateLogged,DATETIME,No,No,No,n/a,Copy,DateLogged,,,,,,,,
,LastStatusChange,DATETIME,No,No,--/--,LastStatusChange,DATETIME,No,No,No,n/a,Copy,LastStatusChange,,,,,,,,
,MachineTypeID,INT,No,No,--/--,EquipTypeID,INT,FK (EquipTypesTbl),No,No,n/a,Rename,MachineTypeID,,,,,,,,
,MachineSerialNumber,NVARCHAR(50),No,No,--/--,EquipSerialNumber,NVARCHAR(50),No,No,No,n/a,Rename,MachineSerialNumber,,,,,,,,
,SwopOutMachineID,INT,No,No,--/--,SwopOutMachineID,INT,No,No,No,n/a,Copy,SwopOutMachineID,,,,,,,,
,MachineConditionID,INT,No,No,--/--,EquipConditionID,INT,FK (EquipConditionsTbl),No,No,n/a,Copy,MachineConditionID,,,,,,,,
,TakenFrother,BIT,No,No,--/--,TakenFrother,BIT,No,No,No,n/a,Copy,TakenFrother,,,,,,,,
,TakenBeanLid,BIT,No,No,--/--,TakenBeanLid,BIT,No,No,No,n/a,Copy,TakenBeanLid,,,,,,,,
,TakenWaterLid,BIT,No,No,--/--,TakenWaterLid,BIT,No,No,No,n/a,Copy,TakenWaterLid,,,,,,,,
,BrokenFrother,BIT,No,No,--/--,BrokenFrother,BIT,No,No,No,n/a,Copy,BrokenFrother,,,,,,,,
,BrokenBeanLid,BIT,No,No,--/--,BrokenBeanLid,BIT,No,No,No,n/a,Copy,BrokenBeanLid,,,,,,,,
,BrokenWaterLid,BIT,No,No,--/--,BrokenWaterLid,BIT,No,No,No,n/a,Copy,BrokenWaterLid,,,,,,,,
,RepairFaultID,INT,No,No,--/--,RepairFaultID,INT,FK (RepairFaultsTbl),No,No,n/a,Copy,RepairFaultID,,,,,,,,
,RepairFaultDesc,NVARCHAR(255),No,No,--/--,RepairFaultDesc,NVARCHAR(255),No,No,No,n/a,Copy,RepairFaultDesc,,,,,,,,
,RepairStatusID,INT,No,No,--/--,RepairStatusID,INT,FK (RepairStatusesTbl),No,No,n/a,Copy,RepairStatusID,,,,,,,,
,RelatedOrderID,INT,No,No,--/--,RelatedOrderID,INT,FK (OrdersTbl),No,No,n/a,Copy,RelatedOrderID,,,,,,,,
,Notes,NVARCHAR(536870910),No,No,--/--,Notes,NVARCHAR(536870910),No,No,No,n/a,Copy,Notes,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,SectionTypesTbl,SectionTypesTbl,Copy,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,SectionID,INT,No,No,--/--,SectionID,INT,PK,Yes,No,n/a,Copy,SectionID,,,,,,,,
,SectionType,NVARCHAR(50),No,No,--/--,SectionType,NVARCHAR(50),No,No,No,n/a,Copy,SectionType,,,,,,,,
,Notes,NVARCHAR(536870910),No,No,--/--,Notes,NVARCHAR(536870910),No,No,No,n/a,Copy,Notes,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,SendCheckEmailTextsTbl,SendCheckupEmailTextsTbl,Rename,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,SCEMTID,INT,No,No,--/--,SCEMTID,INT,PK,Yes,No,n/a,Copy,SCEMTID,,,,,,,,
,Header,NVARCHAR(536870910),No,No,--/--,HeaderText,NVARCHAR(536870910),No,No,No,n/a,Rename,Header,,,,,,,,
,Body,NVARCHAR(536870910),No,No,--/--,BodyText,NVARCHAR(536870910),No,No,No,n/a,Rename,Body,,,,,,,,
,Footer,NVARCHAR(536870910),No,No,--/--,FooterText,NVARCHAR(536870910),No,No,No,n/a,Rename,Footer,,,,,,,,
,DateLastChange,DATETIME,No,No,--/--,DateLastChange,DATETIME,No,No,No,n/a,Copy,DateLastChange,,,,,,,,
,Notes,NVARCHAR(536870910),No,No,--/--,Notes,NVARCHAR(536870910),No,No,No,n/a,Copy,Notes,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,SentRemindersLogTbl,SentRemindersLogTbl,Copy,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,ReminderID,INT,No,No,--/--,ReminderID,INT,PK,Yes,No,n/a,Copy,ReminderID,,,,,,,,
,CustomerID,INT,No,No,--/--,ContactID,INT,FK (ContactsTbl),No,No,n/a,Rename,CustomerID,,,,,,,,
,DateSentReminder,DATETIME,No,No,--/--,DateSentReminder,DATETIME,No,No,No,n/a,Copy,DateSentReminder,,,,,,,,
,NextPrepDate,DATETIME,No,No,--/--,NextPrepDate,DATETIME,No,No,No,n/a,Copy,NextPrepDate,,,,,,,,
,ReminderSent,BIT,No,No,--/--,ReminderSent,BIT,No,No,No,n/a,Copy,ReminderSent,,,,,,,,
,HadAutoFulfilItem,BIT,No,No,--/--,HadAutoFulfilItem,BIT,No,No,No,n/a,Copy,HadAutoFulfilItem,,,,,,,,
,HadReoccurItems,BIT,No,No,--/--,HadRecurrItems,BIT,No,No,No,n/a,Rename,HadReoccurItems,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,ServiceTypesTbl,ItemServiceTypesTbl,Rename,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,ServiceTypeId,INT,No,No,--/--,ItemServiceTypeID,INT,PK,Yes,No,n/a,Rename,ServiceTypeId,,,,,,,,
,ServiceType,NVARCHAR(20),No,No,--/--,ItemServiceType,NVARCHAR(20),No,No,No,n/a,Rename,ServiceType,,,,,,,,
,Description,NVARCHAR(100),No,No,--/--,Description,NVARCHAR(100),No,No,No,n/a,Copy,Description,,,,,,,,
,PackagingID,INT,No,No,--/--,ItemPackagingID,INT,FK (ItemPackagingTbl),No,No,n/a,Rename,PackagingID,,,,,,,,
,PrepTypeID,INT,No,No,--/--,ItemPrepTypeID,INT,FK (ItemPrepTypesTbl),No,No,n/a,Rename,PrepTypeID,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,SysDataTbl,SysDataTbl,Copy,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,ID,INT,No,No,--/--,ID,INT,PK,Yes,No,n/a,Copy,ID,,,,,,,,
,LastReoccurringDate,DATETIME,No,No,--/--,LastReoccurringDate,DATETIME,No,No,No,n/a,Copy,LastReoccurringDate,,,,,,,,
,DoReoccuringOrders,BIT,No,No,--/--,DoReoccuringOrders,BIT,No,No,No,n/a,Copy,DoReoccuringOrders,,,,,,,,
,DateLastPrepDateCalcd,DATETIME,No,No,--/--,DateLastPrepDateCalcd,DATETIME,No,No,No,n/a,Copy,DateLastPrepDateCalcd,,,,,,,,
,MinReminderDate,DATETIME,No,No,--/--,MinReminderDate,DATETIME,No,No,No,n/a,Copy,MinReminderDate,,,,,,,,
,GroupItemTypeID,INT,No,No,--/--,GroupReferenceItemID,INT,FK (ItemsTbl),No,No,n/a,Rename,GroupItemTypeID,,,,,,,,
,InternalCustomerIds,NVARCHAR(255),No,No,--/--,InternalContactIDs,NVARCHAR(255),No,No,No,n/a,Rename,InternalCustomerIds,,,,,,,,
-------------------------------/-------------------------------,,,,,,,,,,,,,,,,,,,,,
Table,Before,After,Action,,,,,,,,,,,,,,,,,,
,TempCoffeecheckupCustomerTbl,TempCoffeecheckupCustomerTbl,Copy,,,,,,,,,,,,,,,,,,
Rows:,Before Col name,Before Type,Before Key,Before Auto,--/--,After Col Name,After Type,After Key,After Auto,After NotNull,Presserve ID,Action,Source Col,,,,,,,,
,TCCID,INT,No,No,--/--,TCCID,INT,PK,Yes,No,n/a,Copy,TCCID,,,,,,,,
,CustomerID,INT,No,No,--/--,ContactID,INT,FK (ContactsTbl),No,No,n/a,Rename,CustomerID,,,,,,,,
,CompanyName,NVARCHAR(50),No,No,--/--,CompanyName,NVARCHAR(50),No,No,No,n/a,Copy,CompanyName,,,,,,,,
,ContactFirstName,NVARCHAR(50),No,No,--/--,ContactFirstName,NVARCHAR(50),No,No,No,n/a,Copy,ContactFirstName,,,,,,,,
,ContactAltFirstName,NVARCHAR(50),No,No,--/--,ContactAltFirstName,NVARCHAR(50),No,No,No,n/a,Copy,ContactAltFirstName,,,,,,,,
,CityID,INT,No,No,--/--,AreaID,INT,FK (AreasTbl),No,No,n/a,Rename,CityID,,,,,,,,
,EmailAddress,NVARCHAR(50),No,No,--/--,EmailAddress,NVARCHAR(50),No,No,No,n/a,Copy,EmailAddress,,,,,,,,
,AltEmailAddress,NVARCHAR(50),No,No,--/--,AltEmailAddress,NVARCHAR(50),No,No,No,n/a,Copy,AltEmailAddress,,,,,,,,
,CustomerTypeID,INT,No,No,--/--,ContactTypeID,INT,FK (ContactTypesTbl),No,No,n/a,Rename,CustomerTypeID,,,,,,,,
,EquipTypeID,INT,No,No,--/--,EquipTypeID,INT,FK (EquipTypesTbl),No,No,n/a,Copy,EquipTypeID,,,,,,,,
,TypicallySecToo,BIT,No,No,--/--,TypicallySecToo,BIT,No,No,No,n/a,Copy,TypicallySecToo,,,,,,,,
,PreferedAgentID,INT,No,No,--/--,PreferedAgentID,INT,FK (PeopleTbl),No,No,n/a,Copy,PreferedAgentID,,,,,,,,
,SalesAgentID,INT,No,No,--/--,SalesAgentID,INT,FK (PeopleTbl),No,No,n/a,Copy,SalesAgentID,,,,,,,,
,UsesFilter,BIT,No,No,--/--,UsesFilter,BIT,No,No,No,n/a,Copy,UsesFilter,,,,,,,,
,enabled,BIT,No,No,--/--,Enabled,BIT,No,No,No,n/a,Rename,enabled,,,,,,,,
,AlwaysSendChkUp,BIT,No,No,--/--,AlwaysSendChkUp,BIT,No,No,No,n/a,Copy,AlwaysSendChkUp,,,,,,,,
,ReminderCount,INT,No,No,--/--,ReminderCount,INT,No,No,No,n/a,Copy,ReminderCount,,,,,,,,
